-- Logs begin at Thu 2023-06-01 07:41:04 UTC, end at Thu 2023-06-01 08:54:48 UTC. --
Jun 01 08:40:04 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jun 01 08:40:04 ubuntu dstat.sh[89107]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jun 01 08:40:04 ubuntu dstat.sh[89107]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 01 08:40:04 ubuntu dstat.sh[89107]: 01-06 08:40:04|                   | 920M 1378M  197M 5126M|           |           |           |           |1.05 0.76 0.54|2.0   0    |           |   0     0 |  8    6    0    8    2
Jun 01 08:40:05 ubuntu dstat.sh[89107]: 01-06 08:40:05| 13  18  62   6   0| 922M 1375M  197M 5127M|1660k   34k|   0    13M|   0   326 |5718  7411 |1.05 0.76 0.54|1.5   0 460|   0     0 |   0     0 |  8    6    0    8    2
Jun 01 08:40:06 ubuntu dstat.sh[89107]: 01-06 08:40:06| 17  16  63   1   0| 906M 1386M  198M 5132M|1717k   33k|   0  4327k|   0   176 |5032  7088 |1.05 0.76 0.54|3.0   0 356|   0     0 |   0     0 |  8    6    0    8    2
Jun 01 08:40:07 ubuntu dstat.sh[89107]: 01-06 08:40:07| 18  16  63   1   0| 908M 1381M  198M 5135M|1592k   25k|   0   188k|   0  7.01 |4400  7553 |1.05 0.76 0.54|1.0   0 237|   0     0 |   0     0 |  8    6    0    8    2
Jun 01 08:40:08 ubuntu dstat.sh[89107]: 01-06 08:40:08| 21  13  65   0   0|1044M 1241M  198M 5260M|1429k   33k|   0  3544k|   0  18.0 |3990  5170 |1.05 0.76 0.54|2.0   0 126|   0     0 |   0     0 |  9    6    0    8    4
Jun 01 08:40:09 ubuntu dstat.sh[89107]: 01-06 08:40:09| 18  12  67   3   0| 993M 1292M  198M 5260M| 214k   21k|   0   769k|   0  33.0 |2443  3470 |1.05 0.76 0.54|2.0   0 192|   0     0 |   0     0 |  9    6    0   10    2
Jun 01 08:40:10 ubuntu dstat.sh[89107]: 01-06 08:40:10| 23   3  70   3   0|1034M 1250M  198M 5261M| 214k   11k|  52k   10M|4.99  53.9 |1456  1552 |1.05 0.76 0.54|1.0   0 2.0|   0     0 |   0     0 |  9    6    0    9    2
Jun 01 08:40:11 ubuntu dstat.sh[89107]: 01-06 08:40:11| 22   4  68   7   0|1060M 1223M  198M 5262M|  85k 6760 | 144k 1786k|9.01  17.0 |1313  1663 |1.05 0.76 0.54|2.0   0 2.0|   0     0 |   0     0 |  9    6    0    9    2
Jun 01 08:40:12 ubuntu dstat.sh[89107]: 01-06 08:40:12| 20   1  69   8   0|1073M 1209M  198M 5262M| 148k   17k|  12k 1691k|1.00  96.9 |2143  3224 |1.05 0.76 0.54|  0 2.0 2.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:13 ubuntu dstat.sh[89107]: 01-06 08:40:13|  7   2  56  33   0|1082M 1198M  198M 5264M| 150k   10k|   0  6906k|   0   555 |4029  6750 |1.36 0.83 0.57|  0 2.0 9.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:14 ubuntu dstat.sh[89107]: 01-06 08:40:14|  5   2  64  27   0|1083M 1196M  198M 5266M|  55k 8187 |   0  4566k|   0   268 |3194  6250 |1.36 0.83 0.57|1.0 1.0 3.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:15 ubuntu dstat.sh[89107]: 01-06 08:40:15|  4   1  66  27   0|1083M 1194M  198M 5266M|  51k 7632 |   0  3924k|   0   255 |2841  5374 |1.36 0.83 0.57|  0 1.0   0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:16 ubuntu dstat.sh[89107]: 01-06 08:40:16|  4   2  64  27   0|1083M 1194M  199M 5267M|  65k 8282 |   0  5715k|   0   398 |3712  6506 |1.36 0.83 0.57|  0 1.0   0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:17 ubuntu dstat.sh[89107]: 01-06 08:40:17|  6   2  64  27   0|1090M 1186M  199M 5268M|  48k 7247 |   0  5902k|   0   393 |3513  6305 |1.36 0.83 0.57|  0 1.0 3.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:18 ubuntu dstat.sh[89107]: 01-06 08:40:18|  7   2  57  32   0|1091M 1185M  199M 5268M|  53k 5132 |   0  6243k|   0   404 |3589  6435 |1.41 0.85 0.58|  0 2.0  12|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:19 ubuntu dstat.sh[89107]: 01-06 08:40:19|  6   3  61  29   0|1091M 1184M  199M 5269M|  73k 8143 |   0  7518k|   0   442 |3837  6494 |1.41 0.85 0.58|  0 1.0 3.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:20 ubuntu dstat.sh[89107]: 01-06 08:40:20|  5   1  66  26   0|1091M 1183M  199M 5269M|  44k 7380 |   0  4767k|   0   327 |3272  6064 |1.41 0.85 0.58|1.0 1.0 3.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:21 ubuntu dstat.sh[89107]: 01-06 08:40:21|  6   2  61  28   0|1092M 1181M  199M 5270M| 116k 8565 |   0    35M|   0   297 |3028  5221 |1.41 0.85 0.58|1.0 1.0  12|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:22 ubuntu dstat.sh[89107]: 01-06 08:40:22|  5   3  65  27   0|1093M 1179M  200M 5271M| 647k   19k|   0  4999k|   0   315 |3731  6351 |1.41 0.85 0.58|  0 1.0 7.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:23 ubuntu dstat.sh[89107]: 01-06 08:40:23|  6   2  56  32   0|1094M 1175M  200M 5274M| 932k   26k|   0  8750k|   0   503 |5612  9454 |1.62 0.90 0.59|  0 3.0 7.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:24 ubuntu dstat.sh[89107]: 01-06 08:40:24| 10   3  61  25   0|1097M 1170M  200M 5276M| 631k   24k|   0  6146k|   0   378 |4203  6956 |1.62 0.90 0.59|  0 2.0 5.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:25 ubuntu dstat.sh[89107]: 01-06 08:40:25|  5   2  59  32   0|1097M 1169M  200M 5276M| 102k 8962 |   0  8827k|   0   567 |3739  7163 |1.62 0.90 0.59|1.0 2.0 1.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:26 ubuntu dstat.sh[89107]: 01-06 08:40:26|  4   2  52  39   0|1097M 1169M  200M 5277M|  52k 6571 |   0    15M|   0   674 |3467  5329 |1.62 0.90 0.59|  0 1.0   0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:27 ubuntu dstat.sh[89107]: 01-06 08:40:27|  8   2  64  26   0|1098M 1167M  201M 5277M|  56k 8003 |   0  4425k|   0   315 |3571  6488 |1.62 0.90 0.59|  0 2.0 9.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 01 08:40:28 ubuntu dstat.sh[89107]: 01-06 08:40:28| 20   6  58  16   0|1022M 1241M  201M 5278M| 342k   15k|   0  6022k|   0   311 |3293  4876 |1.65 0.92 0.60|2.0 1.0  82|   0     0 |   0     0 |  9    6    0    9    2
Jun 01 08:40:29 ubuntu dstat.sh[89107]: 01-06 08:40:29| 31   4  64   1   0|1071M 1191M  201M 5280M| 242k 9260 |   0  2851k|   0   121 |1659  1883 |1.65 0.92 0.60|2.0   0 3.0|   0     0 |   0     0 |  9    6    0    9    2
Jun 01 08:40:30 ubuntu dstat.sh[89107]: 01-06 08:40:30| 36   5  55   5   0|1096M 1160M  201M 5285M| 667k   18k|   0  5577k|   0   222 |2303  2763 |1.65 0.92 0.60|1.0   0 2.0|   0     0 |   0     0 |  9    6    0    9    2
Jun 01 08:40:31 ubuntu dstat.sh[89107]: 01-06 08:40:31| 27   4  67   1   0|1046M 1209M  201M 5285M| 109k 8454 |   0  5733k|   0  51.0 |1365  1551 |1.65 0.92 0.60|1.0   0  13|   0     0 |   0     0 |  9    6    0    9    2
Jun 01 08:40:32 ubuntu dstat.sh[89107]: 01-06 08:40:32| 26   2  71   0   0|1095M 1159M  201M 5286M| 430k   15k|   0   704k|   0  11.0 |1368  1535 |1.65 0.92 0.60|1.0   0 1.0|   0     0 |   0     0 |  9    6    0    9    2
