-- Logs begin at Thu 2023-06-22 21:02:33 UTC, end at Thu 2023-06-22 22:50:40 UTC. --
Jun 22 22:37:37 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jun 22 22:37:38 ubuntu dstat.sh[104167]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jun 22 22:37:38 ubuntu dstat.sh[104167]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 22 22:37:38 ubuntu dstat.sh[104167]: 22-06 22:37:38|                   | 933M 1266M  200M 5215M|           |           |           |           |0.91 0.44 0.22|5.0   0    |           |   0     0 |  8    6    0    8    2
Jun 22 22:37:39 ubuntu dstat.sh[104167]: 22-06 22:37:39| 15  19  64   0   0| 933M 1265M  200M 5216M|1234k   27k|   0   299k|   0  16.0 |3496  4799 |0.91 0.44 0.22|3.5   0 406|   0     0 |   0     0 |  8    6    0    8    2
Jun 22 22:37:40 ubuntu dstat.sh[104167]: 22-06 22:37:40| 19  22  57   0   0| 919M 1274M  200M 5222M|2158k   27k|   0    28k|   0  11.5 |4278  9618 |0.91 0.44 0.22|1.0   0 396|   0     0 |   0     0 |  8    6    0    8    2
Jun 22 22:37:41 ubuntu dstat.sh[104167]: 22-06 22:37:41| 20  16  64   0   0| 920M 1270M  200M 5224M|1512k   17k|   0  3943k|   0  17.0 |3400  5743 |0.91 0.44 0.22|2.0   0 206|   0     0 |   0     0 |  8    6    0    8    2
Jun 22 22:37:42 ubuntu dstat.sh[104167]: 22-06 22:37:42| 25  16  58   1   0|1008M 1177M  200M 5350M|2126k   27k|   0  3229k|   0  9.00 |5004  9966 |0.92 0.45 0.23|1.0   0 146|   0     0 |   0     0 |  9    6    0    8    2
Jun 22 22:37:43 ubuntu dstat.sh[104167]: 22-06 22:37:43| 24   5  70   0   0|1008M 1176M  200M 5350M| 119k 7767 |   0   505k|   0  18.0 |1526  1708 |0.92 0.45 0.23|1.0   0  51|   0     0 |   0     0 |  9    6    0    7    2
Jun 22 22:37:44 ubuntu dstat.sh[104167]: 22-06 22:37:44| 19   9  69   2   1|1041M 1143M  200M 5351M| 262k   22k|   0  1164k|   0  38.0 |2219  3246 |0.92 0.45 0.23|1.0   0 167|   0     0 |   0     0 |  9    6    0    9    2
Jun 22 22:37:45 ubuntu dstat.sh[104167]: 22-06 22:37:45| 25   3  71   1   0|1084M 1099M  201M 5352M| 160k 8370 |  44k 1470k|5.99  15.0 |1455  1587 |0.92 0.45 0.23|1.0   0 1.0|   0     0 |   0     0 |  9    6    0    9    2
Jun 22 22:37:46 ubuntu dstat.sh[104167]: 22-06 22:37:46| 24   3  69   4   0|1084M 1098M  201M 5353M| 186k   18k|   0  2029k|   0   120 |2097  2897 |0.92 0.45 0.23|  0 1.0 2.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 22 22:37:47 ubuntu dstat.sh[104167]: 22-06 22:37:47|  7   3  59  29   0|1094M 1086M  201M 5354M|  65k 9675 |   0  8807k|   0   593 |4986  8610 |1.16 0.51 0.25|1.0   0 9.0|   0     0 |   0     0 |  9    8    0    9    2
