-- Logs begin at Thu 2023-06-22 15:23:54 UTC, end at Thu 2023-06-22 17:32:58 UTC. --
Jun 22 17:18:51 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jun 22 17:18:51 ubuntu dstat.sh[110694]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jun 22 17:18:51 ubuntu dstat.sh[110694]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 22 17:18:51 ubuntu dstat.sh[110694]: 22-06 17:18:51|                   | 935M 1261M  202M 5216M|           |           |           |           |0.81 0.44 0.21|3.0   0    |           |   0     0 |  8    6    0    8    2
Jun 22 17:18:52 ubuntu dstat.sh[110694]: 22-06 17:18:52| 11  18  68   1   0| 935M 1259M  202M 5218M|1791k   45k|   0  5966k|   0   208 |4288  5564 |0.81 0.44 0.21|2.5   0 383|   0     0 |   0     0 |  8    6    0    8    2
Jun 22 17:18:53 ubuntu dstat.sh[110694]: 22-06 17:18:53| 14  19  67   0   0| 936M 1251M  202M 5225M|2517k   52k|   0    28k|   0   108 |4310  5147 |0.81 0.44 0.21|2.0   0 361|   0     0 |   0     0 |  8    6    0    7    2
Jun 22 17:18:54 ubuntu dstat.sh[110694]: 22-06 17:18:54| 24  20  55   1   0| 863M 1321M  202M 5227M|1519k   29k|   0  5151k|   0  23.0 |5423  8277 |0.81 0.44 0.21|3.0   0 234|   0     0 |   0     0 |  8    4    0    7    2
Jun 22 17:18:55 ubuntu dstat.sh[110694]: 22-06 17:18:55| 19  12  67   0   0| 999M 1183M  202M 5351M|1249k   25k|   0  2156k|   0  9.98 |5509  8300 |0.81 0.44 0.21|  0   0  68|   0     0 |   0     0 |  9    4    0    7    2
Jun 22 17:18:56 ubuntu dstat.sh[110694]: 22-06 17:18:56|  8   6  84   1   0|1004M 1176M  202M 5352M| 231k   11k|   0   525k|   0  10.0 |1537  2100 |0.75 0.44 0.21|1.0   0  83|   0     0 |   0     0 |  9    6    0    7    2
Jun 22 17:18:57 ubuntu dstat.sh[110694]: 22-06 17:18:57| 20   9  69   1   0|1002M 1178M  202M 5352M| 245k   11k|   0    10M|   0  52.0 |1739  2292 |0.75 0.44 0.21|1.0 1.0 124|   0     0 |   0     0 |  9    6    0    7    2
Jun 22 17:18:58 ubuntu dstat.sh[110694]: 22-06 17:18:58| 23   6  69   1   0|1044M 1136M  202M 5353M| 100k   20k|   0  1177k|   0  37.0 |1759  2510 |0.75 0.44 0.21|1.0   0  86|   0     0 |   0     0 |  9    6    0    9    2
Jun 22 17:18:59 ubuntu dstat.sh[110694]: 22-06 17:18:59| 25   3  68   2   0|1073M 1105M  202M 5354M| 173k 8899 |  44k 1546k|5.99  17.0 |1408  1580 |0.75 0.44 0.21|1.0   0 1.0|   0     0 |   0     0 |  9    6    0    9    2
Jun 22 17:19:00 ubuntu dstat.sh[110694]: 22-06 17:19:00| 20   2  68   9   0|1095M 1082M  203M 5355M| 158k   18k|   0  3112k|   0   222 |2662  4356 |0.75 0.44 0.21|  0 2.0 5.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 22 17:19:01 ubuntu dstat.sh[110694]: 22-06 17:19:01| 10   3  60  26   0|1095M 1079M  203M 5358M|  53k   11k|   0    14M|   0   966 |6060    10k|0.85 0.46 0.22|  0 1.0 6.0|   0     0 |   0     0 |  9    8    0    9    2
Jun 22 17:19:02 ubuntu dstat.sh[110694]: 22-06 17:19:02|  8   3  65  22   1|1100M 1072M  203M 5359M|  75k   11k|   0  9158k|   0   775 |5863  9945 |0.85 0.46 0.22|  0 1.0  15|   0     0 |   0     0 |  9    8    0    9    2
Jun 22 17:19:03 ubuntu dstat.sh[110694]: 22-06 17:19:03|  9   4  61  23   0|1101M 1070M  203M 5361M|  80k   12k|   0    14M|   0  1032 |6781    12k|0.85 0.46 0.22|1.0 1.0  15|   0     0 |   0     0 |  9    8    0    9    2
