-- Logs begin at Thu 2023-06-22 18:05:02 UTC, end at Thu 2023-06-22 19:26:28 UTC. --
Jun 22 19:03:18 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jun 22 19:03:18 ubuntu dstat.sh[95688]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jun 22 19:03:18 ubuntu dstat.sh[95688]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 22 19:03:18 ubuntu dstat.sh[95688]: 22-06 19:03:18|                   | 832M 1453M  199M 5139M|           |           |           |           |0.92 0.77 0.56|1.0   0    |           |   0     0 |  8    4    0    7    0
Jun 22 19:03:19 ubuntu dstat.sh[95688]: 22-06 19:03:19|  9  20  59  11   0| 832M 1453M  199M 5139M|  79k 3597 |   0    15M|   0   373 |3428  4894 |0.92 0.77 0.56|1.0   0 388|   0     0 |   0     0 |  8    4    0    7    0
Jun 22 19:03:20 ubuntu dstat.sh[95688]: 22-06 19:03:20| 10  19  69   0   0| 833M 1452M  199M 5139M| 174k 5381 |   0   108k|   0   193 |3044  4438 |0.92 0.77 0.56|1.0   0 348|   0     0 |   0     0 |  8    4    0    7    0
Jun 22 19:03:21 ubuntu dstat.sh[95688]: 22-06 19:03:21| 17  18  64   0   0| 815M 1470M  199M 5139M| 144k 3931 |   0   168k|   0  14.0 |3485  6836 |0.85 0.76 0.56|1.0   0 205|   0     0 |   0     0 |  8    4    0    6    0
Jun 22 19:03:22 ubuntu dstat.sh[95688]: 22-06 19:03:22| 20  14  65   0   0| 955M 1329M  199M 5261M| 197k 6961 |   0     0 |   0     0 |4319  7543 |0.85 0.76 0.56|  0   0  99|   0     0 |   0     0 |  9    4    0    6    0
Jun 22 19:03:23 ubuntu dstat.sh[95688]: 22-06 19:03:23|  4   5  89   0   0| 962M 1321M  199M 5262M| 214k 7022 |   0     0 |   0     0 |1535  2445 |0.85 0.76 0.56|2.0   0  72|   0     0 |   0     0 |  9    6    0    6    0
Jun 22 19:03:24 ubuntu dstat.sh[95688]: 22-06 19:03:24| 21   7  72   0   0| 960M 1324M  199M 5262M| 199k 7035 |   0    36k|   0  9.05 |1680  2044 |0.85 0.76 0.56|2.0   0  90|   0     0 |   0     0 |  9    6    0    6    0
Jun 22 19:03:25 ubuntu dstat.sh[95688]: 22-06 19:03:25| 17   8  73   0   0| 996M 1287M  199M 5262M| 140k   16k|   0   284k|   0  15.0 |1949  2825 |0.85 0.76 0.56|1.0   0 127|   0     0 |   0     0 |  9    6    0    8    0
Jun 22 19:03:26 ubuntu dstat.sh[95688]: 22-06 19:03:26| 23   3  72   3   1|1024M 1257M  199M 5263M| 118k 4075 |  44k  916k|6.00  20.0 |1326  1728 |0.86 0.76 0.56|1.0   0 2.0|   0     0 |   0     0 |  9    6    0    8    0
Jun 22 19:03:27 ubuntu dstat.sh[95688]: 22-06 19:03:27| 16   2  72   8   0|1046M 1235M  199M 5264M| 138k   14k|4091B 3096k|1.00   219 |2517  4323 |0.86 0.76 0.56|2.0   0 4.0|   0     0 |   0     0 |  9    8    0    8    0
Jun 22 19:03:28 ubuntu dstat.sh[95688]: 22-06 19:03:28|  5   4  64  26   0|1045M 1232M  199M 5267M| 163k 8957 |   0    11M|   0   805 |5140  9861 |0.86 0.76 0.56|  0 1.0 6.0|   0     0 |   0     0 |  9    8    0    8    0
Jun 22 19:03:29 ubuntu dstat.sh[95688]: 22-06 19:03:29|  5   2  69  22   0|1051M 1225M  200M 5268M|  81k 7720 |   0  7120k|   0   635 |4616  8991 |0.86 0.76 0.56|2.0 2.0 3.0|   0     0 |   0     0 |  9    8    0    8    0
Jun 22 19:03:30 ubuntu dstat.sh[95688]: 22-06 19:03:30|  8   2  64  24   0|1051M 1223M  200M 5269M|  86k 7945 |   0    11M|   0   888 |6268    11k|0.86 0.76 0.56|1.0   0  15|   0     0 |   0     0 |  9    8    0    8    0
Jun 22 19:03:31 ubuntu dstat.sh[95688]: 22-06 19:03:31|  7   4  60  29   0|1053M 1220M  200M 5270M| 188k 7820 |   0    14M|   0   987 |6312    11k|1.03 0.80 0.58|  0 2.0  15|   0     0 |   0     0 |  9    8    0    8    0
Jun 22 19:03:32 ubuntu dstat.sh[95688]: 22-06 19:03:32|  5   2  68  22   0|1054M 1217M  201M 5272M| 202k   10k|   0  7873k|   0   626 |5038  9192 |1.03 0.80 0.58|  0 2.0  13|   0     0 |   0     0 |  9    8    0    8    0
Jun 22 19:03:33 ubuntu dstat.sh[95688]: 22-06 19:03:33|  4   3  66  25   0|1054M 1216M  201M 5273M| 102k 8326 |   0    11M|   0   826 |5421  9730 |1.03 0.80 0.58|  0 2.0   0|   0     0 |   0     0 |  9    8    0    8    0
Jun 22 19:03:34 ubuntu dstat.sh[95688]: 22-06 19:03:34| 13   2  66  17   0|1056M 1213M  201M 5273M| 158k   10k|   0  7073k|   0   560 |4473  7563 |1.03 0.80 0.58|1.0   0  12|   0     0 |   0     0 |  9    8    0    8    0
Jun 22 19:03:35 ubuntu dstat.sh[95688]: 22-06 19:03:35| 21   7  71   2   0|1006M 1262M  201M 5274M| 161k 5591 |   0  6640k|   0   391 |2569  3826 |1.03 0.80 0.58|1.0   0  76|   0     0 |   0     0 |  9    6    0    8    0
Jun 22 19:03:36 ubuntu dstat.sh[95688]: 22-06 19:03:36| 23   3  73   0   0|1050M 1219M  201M 5274M| 134k 4582 |   0   355k|   0  20.0 |1264  1365 |1.03 0.80 0.58|1.0   0 2.0|   0     0 |   0     0 |  9    6    0    8    0
Jun 22 19:03:37 ubuntu dstat.sh[95688]: 22-06 19:03:37| 25   3  72   1   0| 982M 1286M  201M 5274M| 140k 5716 |   0  3734k|   0   217 |1880  2572 |1.03 0.80 0.58|1.0   0  11|   0     0 |   0     0 |  9    6    0    8    0
