-- Logs begin at Thu 2023-06-15 18:26:01 UTC, end at Thu 2023-06-15 20:28:05 UTC. --
Jun 15 20:05:04 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jun 15 20:05:04 ubuntu dstat.sh[96620]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Jun 15 20:05:04 ubuntu dstat.sh[96620]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Jun 15 20:05:04 ubuntu dstat.sh[96620]: 15-06 20:05:04|                   | 930M 1263M  198M 5224M|           |           |           |           |0.96 0.46 0.33|3.0   0    |           |   0     0 |  8    4    1    8    4
Jun 15 20:05:05 ubuntu dstat.sh[96620]: 15-06 20:05:05| 12  18  67   1   0| 905M 1287M  198M 5225M|1466k 9540 |   0  2328k|   0  21.0 |3224  4468 |0.96 0.46 0.33|2.0 0.5 387|   0     0 |   0     0 |  8    4    1    8    3
Jun 15 20:05:06 ubuntu dstat.sh[96620]: 15-06 20:05:06| 17  24  58   0   0| 883M 1306M  198M 5227M| 231k 8630 |   0    11M|   0  37.5 |3414  6060 |0.96 0.46 0.33|3.0   0 379|   0     0 |   0     0 |  8    4    1    8    2
Jun 15 20:05:07 ubuntu dstat.sh[96620]: 15-06 20:05:07| 22  16  60   0   0| 864M 1325M  198M 5227M| 122k 6875 |   0   508k|   0  13.0 |3600  7053 |1.04 0.49 0.34|1.0   0 207|   0     0 |   0     0 |  8    4    1    7    2
Jun 15 20:05:08 ubuntu dstat.sh[96620]: 15-06 20:05:08| 16  12  71   0   0|1005M 1184M  198M 5350M| 182k 6851 |   0   524k|   0  8.99 |2910  6674 |1.04 0.49 0.34|  0   0  75|   0     0 |   0     0 |  9    4    1    7    2
Jun 15 20:05:09 ubuntu dstat.sh[96620]: 15-06 20:05:09| 14   7  77   0   0|1011M 1177M  198M 5350M| 157k 7458 |   0   500k|   0  12.0 |1607  2162 |1.04 0.49 0.34|4.0   0  92|   0     0 |   0     0 |  9    6    1    7    2
Jun 15 20:05:10 ubuntu dstat.sh[96620]: 15-06 20:05:10| 20  10  69   1   0|1011M 1176M  198M 5351M| 181k   19k|   0   737k|   0  30.0 |2159  2904 |1.04 0.49 0.34|1.0   0 176|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:11 ubuntu dstat.sh[96620]: 15-06 20:05:11| 25   5  69   0   0|1065M 1122M  198M 5351M|  57k 5595 |   0   911k|   0  21.0 |1319  1641 |1.04 0.49 0.34|1.0   0  23|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:12 ubuntu dstat.sh[96620]: 15-06 20:05:12| 25   3  71   1   0|1076M 1109M  199M 5352M|  80k 6929 |  44k 1652k|6.00  19.0 |1307  1561 |1.12 0.51 0.35|1.0   0   0|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:13 ubuntu dstat.sh[96620]: 15-06 20:05:13| 15   3  70  12   0|1094M 1089M  199M 5353M|  53k   16k|   0  4406k|   0   376 |3849  6402 |1.12 0.51 0.35|  0 1.0  10|   0     0 |   0     0 |  9    8    1    9    2
Jun 15 20:05:14 ubuntu dstat.sh[96620]: 15-06 20:05:14| 10   2  62  24   0|1095M 1086M  199M 5356M|  86k   11k|   0  8352k|   0   576 |4530  8197 |1.12 0.51 0.35|1.0 1.0   0|   0     0 |   0     0 |  9    8    1    9    2
Jun 15 20:05:15 ubuntu dstat.sh[96620]: 15-06 20:05:15| 10   3  60  25   1|1102M 1078M  199M 5357M|  75k   10k|   0    14M|   0  1083 |6604    12k|1.12 0.51 0.35|3.0   0  18|   0     0 |   0     0 |  9    8    1    9    2
Jun 15 20:05:16 ubuntu dstat.sh[96620]: 15-06 20:05:16|  9   3  63  24   0|1101M 1076M  200M 5359M| 106k   11k|   0    14M|   0   927 |6038    10k|1.12 0.51 0.35|  0 1.0  13|   0     0 |   0     0 |  9    8    1    9    2
Jun 15 20:05:17 ubuntu dstat.sh[96620]: 15-06 20:05:17| 11   4  59  25   0|1103M 1071M  200M 5361M| 684k   12k|   0    18M|   0  1267 |6429    12k|1.19 0.54 0.36|  0 2.0  14|   0     0 |   0     0 |  9    8    1    9    2
Jun 15 20:05:18 ubuntu dstat.sh[96620]: 15-06 20:05:18|  8   2  66  22   0|1104M 1067M  200M 5364M| 925k   12k|   0    10M|   0   765 |4989  9785 |1.19 0.54 0.36|1.0   0 4.0|   0     0 |   0     0 |  9    8    1    9    2
Jun 15 20:05:19 ubuntu dstat.sh[96620]: 15-06 20:05:19| 25   6  57  11   0|1021M 1148M  201M 5366M| 647k   17k|   0    15M|   0   964 |5440  9365 |1.19 0.54 0.36|1.0   0  88|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:20 ubuntu dstat.sh[96620]: 15-06 20:05:20| 27   3  68   1   0|1083M 1086M  201M 5366M|  85k 5101 |   0   624k|   0  25.0 |1188  1394 |1.19 0.54 0.36|1.0   0 2.0|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:21 ubuntu dstat.sh[96620]: 15-06 20:05:21| 25   4  68   1   0|1105M 1064M  201M 5366M|  65k 5707 |   0    36M|   0   402 |1908  1469 |1.19 0.54 0.36|1.0   0 2.0|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:22 ubuntu dstat.sh[96620]: 15-06 20:05:22| 25   3  69   2   0|1057M 1111M  201M 5367M| 302k 6454 |   0  4809k|   0   224 |1760  2428 |1.17 0.54 0.36|1.0 1.0  12|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:23 ubuntu dstat.sh[96620]: 15-06 20:05:23| 32   4  63   1   0|1105M 1061M  201M 5368M|  82k 5125 |   0   809k|   0  18.0 |1274  1384 |1.17 0.54 0.36|1.0   0 4.0|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:24 ubuntu dstat.sh[96620]: 15-06 20:05:24| 28  11  60   1   0|1030M 1129M  201M 5374M| 883k 3375 |   0   961k|   0  4.00 |2082  3264 |1.17 0.54 0.36|2.0   0 222|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:25 ubuntu dstat.sh[96620]: 15-06 20:05:25| 15  20  65   1   0|1021M 1138M  201M 5374M| 111k 7280 |   0   968k|   0  19.0 |2793  4566 |1.17 0.54 0.36|2.0   0 400|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:26 ubuntu dstat.sh[96620]: 15-06 20:05:26| 24  15  58   0   0|1023M 1135M  201M 5375M| 431k 8639 |   0  2068k|   0  10.0 |4175  7458 |1.17 0.54 0.36|2.0   0 131|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:27 ubuntu dstat.sh[96620]: 15-06 20:05:27| 49  11  39   0   0|1164M  993M  201M 5376M| 578k 7199 |   0  1000k|   0  12.0 |2098  2907 |1.24 0.57 0.37|3.0   0 148|   0     0 |   0     0 |  9    7    1    9    2
Jun 15 20:05:28 ubuntu dstat.sh[96620]: 15-06 20:05:28| 51   3  45   0   0|1214M  942M  201M 5377M|  90k 6939 |   0   552k|   0  9.00 |1475  1521 |1.24 0.57 0.37|3.0   0   0|   0     0 |   0     0 |  9    7    1    9    2
Jun 15 20:05:29 ubuntu dstat.sh[96620]: 15-06 20:05:29| 46   7  46   1   0|1245M  908M  202M 5379M| 127k 6261 |   0  1127k|   0  9.99 |2043  5710 |1.24 0.57 0.37|1.0 1.0  70|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:30 ubuntu dstat.sh[96620]: 15-06 20:05:30| 28   8  63   0   0|1298M  855M  202M 5379M| 118k 7432 |   0   372k|   0  7.00 |2024  2824 |1.24 0.57 0.37|1.0   0  71|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:31 ubuntu dstat.sh[96620]: 15-06 20:05:31| 30   2  67   1   0|1336M  816M  202M 5380M| 233k 6315 |   0   488k|   0  9.00 |1260  1320 |1.24 0.57 0.37|1.0   0 4.0|   0     0 |   0     0 |  9    6    1    9    2
Jun 15 20:05:32 ubuntu dstat.sh[96620]: 15-06 20:05:32| 34   3  59   3   0|1354M  797M  202M 5380M|  95k   66k|   0  9436k|   0   329 |3219  4894 |1.30 0.59 0.38|2.0   0 3.0|   0     0 |   0     0 |  9   12    1    9    2
Jun 15 20:05:33 ubuntu dstat.sh[96620]: 15-06 20:05:33| 28   6  65   1   0|1271M  881M  202M 5380M|  83k 7628 |   0  2565k|   0   143 |1908  2483 |1.30 0.59 0.38|2.0   0  44|   0     0 |   0     0 |  9    6    1   11    2
Jun 15 20:05:34 ubuntu dstat.sh[96620]: 15-06 20:05:34| 26   4  59  10   0|1306M  845M  202M 5381M|  49k   13k|  52k  735k|13.0  16.0 |1346  1677 |1.30 0.59 0.38|3.0   0 5.0|   0     0 |   0     0 |  9   13    1   11    2
Jun 15 20:05:35 ubuntu dstat.sh[96620]: 15-06 20:05:35| 31   7  48  15   0|1316M  830M  202M 5384M|  83k   68k|  88k 5733k|22.0   244 |2993  4964 |1.30 0.59 0.38|3.0   0 5.0|   0     0 |   0     0 |  9   18    1   11    2
Jun 15 20:05:36 ubuntu dstat.sh[96620]: 15-06 20:05:36| 34   5  49  11   0|1261M  872M  202M 5396M|  59k   48k| 128k 1772k|32.0  47.0 |1827  2267 |1.30 0.59 0.38|3.0   0  47|   0     0 |   0     0 |  9   32    1    8    2
Jun 15 20:05:37 ubuntu dstat.sh[96620]: 15-06 20:05:37| 35   7  49   8   0|1314M  808M  203M 5406M|  13k 1617 |   0    11M|   0   171 |1749  1826 |1.36 0.62 0.39|1.0 1.0 1.0|   0     0 |   0     0 |  9   32    1    8    2
